FC42 2F9AA A8E8 20D3 F9EC F7D	FC42 8516 20D3 A8E8 6EBA F7D	FC42 8516 20D3 A8E8 6EBA F7D	644 645 8516 20D3 A8E8 6EBA F7D	644 645 8516 20D3 A8E8 6EBA F7D
1D724 B930 20F0 1D437 2F46	1D724 B930 20F0 1D437 2F46	1D724 1105 1170 11B7 20F0 1D437 2F46	399 B930 20F0 44 65E0	399 1105 1170 11B7 20F0 44 65E0
1D406 FECE 6E2 B89A 5AA 336 FB4C	1D406 FECE 6E2 B89A 336 5AA 5D1 5BF	1D406 FECE 6E2 1105 116B 11AD 336 5AA 5D1 5BF	47 63A 6E2 B89A 336 5AA 5D1 5BF	47 63A 6E2 1105 116B 11AD 336 5AA 5D1 5BF
309B BDB7	309B BDB7	309B 1107 116F 11C2	20 3099 BDB7	20 3099 1107 116F 11C2
222C	222C	222C	222B 222B	222B 222B
334A 89D	334A 89D	334A 89D	30DF 30EA 30D0 30FC 30EB 89D	30DF 30EA 30CF 3099 30FC 30EB 89D
EEC 8D4 4F9 FD82 FB64 FD96 1F11B	EEC 8D4 4F9 FD82 FB64 FD96 1F11B	EEC 8D4 44B 308 FD82 FB64 FD96 1F11B	EEC 8D4 4F9 644 62D 649 67F 646 62D 649 28 4C 29	EEC 8D4 44B 308 644 62D 649 67F 646 62D 649 28 4C 29
33D6 1CD6	33D6 1CD6	33D6 1CD6	6D 6F 6C 1CD6	6D 6F 6C 1CD6
F915 1D735 2DE3	6D1B 1D735 2DE3	6D1B 1D735 2DE3	6D1B 2207 2DE3	6D1B 2207 2DE3
32C4 2FA0F 1D78B 1F228 1DD7	32C4 9D67 1D78B 1F228 1DD7	32C4 9D67 1D78B 1F228 1DD7	35 6708 9D67 3B8 6355 1DD7	35 6708 9D67 3B8 6355 1DD7
1CE4	1CE4	1CE4	1CE4	1CE4
FB80 FC9A	FB80 FC9A	FB80 FC9A	687 626 645	687 64A 654 645
107A0 FF1B 208C A5A 307 1E75	107A0 FF1B 208C A17 A3C 307 1E75	107A0 FF1B 208C A17 A3C 307 75 330	28E 3B 3D A17 A3C 307 1E75	28E 3B 3D A17 A3C 307 75 330
1D59C CF3 1D6AD C2	1D59C CF3 1D6AD C2	1D59C CF3 1D6AD 41 302	77 CF3 396 C2	77 CF3 396 41 302
FC13	FC13	FC13	62B 649	62B 649
1F212 1D543 1CCEF 59A 2F8FB A8C4 1AC7	1F212 1D543 1CCEF 59A 23CBC A8C4 1AC7	1F212 1D543 1CCEF 59A 23CBC A8C4 1AC7	53CC 4C 5A 59A 23CBC A8C4 1AC7	53CC 4C 5A 59A 23CBC A8C4 1AC7
1EEB5 2F8F9	1EEB5 23AFA	1EEB5 23AFA	62A 23AFA	62A 23AFA
1D47F FA9B D276 1EF1 DA 2FA0B 1183A	1D47F 701E D276 1EF1 DA 9C40 1183A	1D47F 701E 1110 1170 11B9 75 31B 323 55 301 9C40 1183A	58 701E D276 1EF1 DA 9C40 1183A	58 701E 1110 1170 11B9 75 31B 323 55 301 9C40 1183A
1ED1 1D42 313 64D 1F218	1ED1 1D42 64D 313 1F218	6F 302 301 1D42 64D 313 1F218	1ED1 57 64D 313 4EA4	6F 302 301 57 64D 313 4EA4
FF76 2F92E 2F85E F99D 2D8 1F120	FF76 7447 5922 52A3 2D8 1F120	FF76 7447 5922 52A3 2D8 1F120	30AB 7447 5922 52A3 20 306 28 51 29	30AB 7447 5922 52A3 20 306 28 51 29
59E FBDB 8F2 A6F1 D4	59E FBDB 8F2 A6F1 D4	59E FBDB 8F2 A6F1 4F 302	59E 6C8 8F2 A6F1 D4	59E 6C8 8F2 A6F1 4F 302
BB98	BB98	1106 1171 11B7	BB98	1106 1171 11B7
1D4C0 2DF5 2151	1D4C0 2DF5 2151	1D4C0 2DF5 2151	6B 2DF5 31 2044 39	6B 2DF5 31 2044 39
319 1D5BD 1F13F 1D16D CA60 367	319 1D5BD 1F13F 1D16D CA60 367	319 1D5BD 1F13F 1D16D 110D 1165 11BB 367	319 64 50 1D16D CA60 367	319 64 50 1D16D 110D 1165 11BB 367
FD72	FD72	FD72	637 645 62D	637 645 62D
1DAD 2262 A59 612 1D738 FE4D	1DAD 2262 A16 A3C 612 1D738 FE4D	1DAD 2261 338 A16 A3C 612 1D738 FE4D	270 2262 A16 A3C 612 3B3 5F	270 2261 338 A16 A3C 612 3B3 5F
823	823	823	823	823
FE9C 3369	FE9C 3369	FE9C 3369	62B 31 37 70B9	62B 31 37 70B9
1D6E0 1E93	1D6E0 1E93	1D6E0 7A 323	3C1 1E93	3C1 7A 323
2F9B FE57 32E8 FC62 73E 145	2F9B FE57 32E8 FC62 73E 145	2F9B FE57 32E8 FC62 73E 4E 327	8D70 21 30CE 20 650 651 73E 145	8D70 21 30CE 20 650 651 73E 4E 327
1D172 1D7A3 F96D 9FE 1D70D 827 2087	1D172 1D7A3 7701 9FE 1D70D 827 2087	1D172 1D7A3 7701 9FE 1D70D 827 2087	1D172 3A4 7701 9FE 3C2 827 37	1D172 3A4 7701 9FE 3C2 827 37
5C7 1133C 1D50D 2DF3 F83 1E01B 2F8FA	1133C 5C7 1D50D 2DF3 F83 1E01B 6C4E	1133C 5C7 1D50D 2DF3 F83 1E01B 6C4E	1133C 5C7 4A 2DF3 F83 1E01B 6C4E	1133C 5C7 4A 2DF3 F83 1E01B 6C4E
1D70E 339 A67C 1D65D FDF1	1D70E 339 A67C 1D65D FDF1	1D70E 339 A67C 1D65D FDF1	3C3 339 A67C 68 642 644 6D2	3C3 339 A67C 68 642 644 6D2
22AE 2184 8EA FC33 219A 1CD0	22AE 2184 8EA FC33 219A 1CD0	22A9 338 2184 8EA FC33 2190 338 1CD0	22AE 2184 8EA 642 62D 219A 1CD0	22A9 338 2184 8EA 642 62D 2190 338 1CD0
D6F	D6F	D6F	D6F	D6F
FDAE 1FD6	FDAE 1FD6	FDAE 3B9 342	64A 62D 64A 1FD6	64A 62D 64A 3B9 342
30D9 305 FC31 1D400 2115 2F93F	30D9 305 FC31 1D400 2115 4008	30D8 3099 305 FC31 1D400 2115 4008	30D9 305 641 649 41 4E 4008	30D8 3099 305 641 649 41 4E 4008
3099	3099	3099	3099	3099
485 31C 1F126	31C 485 1F126	31C 485 1F126	31C 485 28 57 29	31C 485 28 57 29
1D538 1E6F 2088 33F3 33A5 2F33	1D538 1E6F 2088 33F3 33A5 2F33	1D538 74 331 2088 33F3 33A5 2F33	41 1E6F 38 32 30 65E5 6D 33 5E7A	41 74 331 38 32 30 65E5 6D 33 5E7A
FE24 2F8FA F9 FA2A	FE24 6C4E F9 98EF	FE24 6C4E 75 300 98EF	FE24 6C4E F9 98EF	FE24 6C4E 75 300 98EF
FA54 322D FE50	7A40 322D FE50	7A40 322D FE50	7A40 28 6728 29 2C	7A40 28 6728 29 2C
B414	B414	1103 116B 11BF	B414	1103 116B 11BF
F39 AB69 328B 1FBF FF25 FAC8 1FA5	F39 AB69 328B 1FBF FF25 9756 1FA5	F39 AB69 328B 1FBF FF25 9756 3C9 314 301 345	F39 28D 706B 20 313 45 9756 1FA5	F39 28D 706B 20 313 45 9756 3C9 314 301 345
1D59F 65C 3392 AFEB 107A8 5B4	1D59F 65C 3392 AFEB 107A8 5B4	1D59F 65C 3392 1101 116F 11BE 107A8 5B4	7A 65C 4D 48 7A AFEB 27D 5B4	7A 65C 4D 48 7A 1101 116F 11BE 27D 5B4
3307 1D5B0 1E55	3307 1D5B0 1E55	3307 1D5B0 70 301	30A8 30B9 30AF 30FC 30C9 51 1E55	30A8 30B9 30AF 30FC 30C8 3099 51 70 301
FD61 593 FCEC 1F0A 33C1 1EA5	FD61 593 FCEC 1F0A 33C1 1EA5	FD61 593 FCEC 391 313 300 33C1 61 302 301	633 645 62C 593 643 645 1F0A 4D 3A9 1EA5	633 645 62C 593 643 645 391 313 300 4D 3A9 61 302 301
F91E F914 81F 64F	721B 6A02 64F 81F	721B 6A02 64F 81F	721B 6A02 64F 81F	721B 6A02 64F 81F
F922 2FAC 32F2 1DCC 2F69 1F3E	6FEB 2FAC 32F2 1DCC 2F69 1F3E	6FEB 2FAC 32F2 1DCC 2F69 399 313 342	6FEB 96E8 30E2 1DCC 767D 1F3E	6FEB 96E8 30E2 1DCC 767D 399 313 342
2153 20D2 1E944	2153 20D2 1E944	2153 20D2 1E944	31 2044 33 20D2 1E944	31 2044 33 20D2 1E944
82F	82F	82F	82F	82F
F94B FAC 16B30 2F8DE 1D5BB 1D518 FBA0	5C62 FAB FB7 16B30 3B49 1D5BB 1D518 FBA0	5C62 FAB FB7 16B30 3B49 1D5BB 1D518 FBA0	5C62 FAB FB7 16B30 3B49 62 55 6BB	5C62 FAB FB7 16B30 3B49 62 55 6BB
611 FEF8 1D6E9 362 1D71B 1E8D0 16C	611 FEF8 1D6E9 362 1D71B 1E8D0 16C	611 FEF8 1D6E9 362 1D71B 1E8D0 55 306	611 644 623 398 362 3C0 1E8D0 16C	611 644 627 654 398 362 3C0 1E8D0 55 306
1D39 1037 1D1AB 24E7 2460 1D4C2 32E0	1D39 1037 1D1AB 24E7 2460 1D4C2 32E0	1D39 1037 1D1AB 24E7 2460 1D4C2 32E0	4D 1037 1D1AB 78 31 6D 30C1	4D 1037 1D1AB 78 31 6D 30C1
1152 FA37 1E048 731 FC16 1DE7 36B	1152 5606 1E048 731 FC16 1DE7 36B	1152 5606 1E048 731 FC16 1DE7 36B	1152 5606 44D 731 62C 645 1DE7 36B	1152 5606 44D 731 62C 645 1DE7 36B
F941 1E8F 1D626 C8E2	8AD6 1E8F 1D626 C8E2	8AD6 79 307 1D626 110C 116D 11A9	8AD6 1E8F 65 C8E2	8AD6 79 307 65 110C 116D 11A9
24C6 1DF3 FEC0 2F8BC F9BB	24C6 1DF3 FEC0 6383 50DA	24C6 1DF3 FEC0 6383 50DA	51 1DF3 636 6383 50DA	51 1DF3 636 6383 50DA
FA8C 1037 2F82C	6234 1037 5349	6234 1037 5349	6234 1037 5349	6234 1037 5349
1D73B 107B4 11133 16B36	1D73B 107B4 11133 16B36	1D73B 107B4 11133 16B36	3B6 2A2 11133 16B36	3B6 2A2 11133 16B36
FDC6 1D4C5	FDC6 1D4C5	FDC6 1D4C5	633 62E 64A 70	633 62E 64A 70
1D170 D1BF 2F9C2 1E008 1E005	1D170 D1BF 45F9 1E008 1E005	1D170 1110 116A 11AA 45F9 1E008 1E005	1D170 D1BF 45F9 1E008 1E005	1D170 1110 116A 11AA 45F9 1E008 1E005
B57 1ABA 3396	B57 1ABA 3396	B57 1ABA 3396	B57 1ABA 6D 6C	B57 1ABA 6D 6C
8E9 7F0 FF97	8E9 7F0 FF97	8E9 7F0 FF97	8E9 7F0 30E9	8E9 7F0 30E9
320 34A	320 34A	320 34A	320 34A	320 34A
1AB5 A8E8	1AB5 A8E8	1AB5 A8E8	1AB5 A8E8	1AB5 A8E8
349 24CF F942 FC5E 64B	349 24CF 58DF FC5E 64B	349 24CF 58DF FC5E 64B	349 5A 58DF 20 64B 64C 651	349 5A 58DF 20 64B 64C 651
1D7CE 1F140	1D7CE 1F140	1D7CE 1F140	30 51	30 51
2F870 1D4F6	5BF3 1D4F6	5BF3 1D4F6	5BF3 6D	5BF3 6D
2F88D	5EB6	5EB6	5EB6	5EB6
1D5B4	1D5B4	1D5B4	55	55
11369 1CCE4 33A5 1F05 1E003 11A34 2F9A2	11369 1CCE4 33A5 1F05 11A34 1E003 83CC	11369 1CCE4 33A5 3B1 11A34 314 301 1E003 83CC	11369 4F 6D 33 1F05 11A34 1E003 83CC	11369 4F 6D 33 3B1 11A34 314 301 1E003 83CC
35F	35F	35F	35F	35F
4A7 613 F9EB 338A 1E055	4A7 613 533F 338A 1E055	4A7 613 533F 338A 1E055	4A7 613 533F 70 46 434	4A7 613 533F 70 46 434
1D16D 1CCF2 8E1 13A 2F8C6 ECE 320F	1D16D 1CCF2 8E1 13A 6477 ECE 320F	1D16D 1CCF2 8E1 6C 301 6477 ECE 320F	1D16D 32 8E1 13A 6477 ECE 28 B098 29	1D16D 32 8E1 6C 301 6477 ECE 28 1102 1161 29
1ECF 3350	1ECF 3350	6F 309 3350	1ECF 30E6 30A2 30F3	6F 309 30E6 30A2 30F3
743 1F49 8F3	743 1F49 8F3	743 39F 314 8F3	743 1F49 8F3	743 39F 314 8F3
1EDC 8EB 1E3	1EDC 8EB 1E3	4F 31B 300 8EB E6 304	1EDC 8EB 1E3	4F 31B 300 8EB E6 304
24DE FD31 3383 316 2090 FA1E 8EA	24DE FD31 3383 316 2090 7FBD 8EA	24DE FD31 3383 316 2090 7FBD 8EA	6F 633 647 6D 41 316 61 7FBD 8EA	6F 633 647 6D 41 316 61 7FBD 8EA
1D70C	1D70C	1D70C	3C1	3C1
1D643 F929 FD24 2F87E FC51	1D643 6717 FD24 5D6E FC51	1D643 6717 FD24 5D6E FC51	48 6717 636 64A 5D6E 647 62C	48 6717 636 64A 5D6E 647 62C
CD38 1ACA B4C4 110AB 2DE6 FC7A	CD38 1ACA B4C4 110AB 2DE6 FC7A	110E 116A 11BB 1ACA 1103 1172 11AB 110A5 110BA 2DE6 FC7A	CD38 1ACA B4C4 110AB 2DE6 62B 649	110E 116A 11BB 1ACA 1103 1172 11AB 110A5 110BA 2DE6 62B 649
1CE6 FD50 FE24 1DB0 FE11 1FCC	1CE6 FD50 FE24 1DB0 FE11 1FCC	1CE6 FD50 FE24 1DB0 FE11 397 345	1CE6 62A 62C 645 FE24 274 3001 1FCC	1CE6 62A 62C 645 FE24 274 3001 397 345
E30 3294 FD99	E30 3294 FD99	E30 3294 FD99	E30 540D 646 62C 649	E30 540D 646 62C 649
4D0 3300 711 FC06	4D0 3300 711 FC06	410 306 3300 711 FC06	4D0 30A2 30D1 30FC 30C8 711 628 62D	410 306 30A2 30CF 309A 30FC 30C8 711 628 62D
FCF0 8EE 12F FF41 1CDC FE92	FCF0 8EE 12F FF41 1CDC FE92	FCF0 8EE 69 328 FF41 1CDC FE92	64A 645 8EE 12F 61 1CDC 628	64A 645 8EE 69 328 61 1CDC 628
FB48	5E8 5BC	5E8 5BC	5E8 5BC	5E8 5BC
2A08 330F 1D4C5 20E9	2A08 330F 1D4C5 20E9	2A08 330F 1D4C5 20E9	2A08 30AC 30F3 30DE 70 20E9	2A08 30AB 3099 30F3 30DE 70 20E9
22B 1FD1	22B 1FD1	6F 308 304 3B9 304	22B 1FD1	6F 308 304 3B9 304
816 FC68 FB2B AC5 3373	816 FC68 5E9 5C2 AC5 3373	816 FC68 5E9 5C2 AC5 3373	816 626 649 5E9 5C2 AC5 41 55	816 64A 654 649 5E9 5C2 AC5 41 55
1D79D 10EFE 8E1 3192 FE24 20D6	1D79D 10EFE 8E1 3192 FE24 20D6	1D79D 10EFE 8E1 3192 FE24 20D6	39E 10EFE 8E1 4E00 FE24 20D6	39E 10EFE 8E1 4E00 FE24 20D6
10F46 F968 2F8F7 FB73 1D6B8	10F46 6CCC 23A8D FB73 1D6B8	10F46 6CCC 23A8D FB73 1D6B8	10F46 6CCC 23A8D 684 3A1	10F46 6CCC 23A8D 684 3A1
732 3F4 2FA1C 1F3C 1D637 211D 1FF2	732 3F4 9F3B 1F3C 1D637 211D 1FF2	732 3F4 9F3B 399 313 301 1D637 211D 3C9 300 345	732 398 9F3B 1F3C 76 52 1FF2	732 398 9F3B 399 313 301 76 52 3C9 300 345
FBD8 FAB0 1DEC 2DFD FCE8	FBD8 7DF4 1DEC 2DFD FCE8	FBD8 7DF4 1DEC 2DFD FCE8	6C7 7DF4 1DEC 2DFD 633 647	6C7 7DF4 1DEC 2DFD 633 647
6D8 1D596 1E8D0 11B4 1DFA	6D8 1D596 1E8D0 11B4 1DFA	6D8 1D596 1E8D0 11B4 1DFA	6D8 71 1E8D0 11B4 1DFA	6D8 71 1E8D0 11B4 1DFA
FC9A	FC9A	FC9A	626 645	64A 654 645
1CDA FB70 32B5 2F9E1 E3A	1CDA FB70 32B5 285ED E3A	1CDA FB70 32B5 285ED E3A	1CDA 6A6 34 30 285ED E3A	1CDA 6A6 34 30 285ED E3A
5AD 1F11	5AD 1F11	5AD 3B5 314	5AD 1F11	5AD 3B5 314
1EDA 24AC 2F989 FBF8 1D465	1EDA 24AC 23393 FBF8 1D465	4F 31B 301 24AC 23393 FBF8 1D465	1EDA 28 71 29 23393 626 6D0 78	4F 31B 301 28 71 29 23393 64A 654 6D0 78
1D78 FE4E 1DBA 103 5A7	1D78 FE4E 1DBA 103 5A7	1D78 FE4E 1DBA 61 5A7 306	43D 5F 28C 103 5A7	43D 5F 28C 61 5A7 306
FBED 333C 107B0 1D78E	FBED 333C 107B0 1D78E	FBED 333C 107B0 1D78E	626 6D5 30D9 30FC 30BF 2C71 3C1	64A 654 6D5 30D8 3099 30FC 30BF 2C71 3C1
1D187 F43 104 1D6A5	1D187 F42 FB7 104 1D6A5	1D187 F42 FB7 41 328 1D6A5	1D187 F42 FB7 104 237	1D187 F42 FB7 41 328 237
1D17D 107B0 1D48F 1E002	1D17D 107B0 1D48F 1E002	1D17D 107B0 1D48F 1E002	1D17D 2C71 6E 1E002	1D17D 2C71 6E 1E002
1D59B FCA4 2F8DB F968 31B 32AA FF06	1D59B FCA4 675E 6CCC 31B 32AA FF06	1D59B FCA4 675E 6CCC 31B 32AA FF06	76 62A 645 675E 6CCC 31B 5B97 26	76 62A 645 675E 6CCC 31B 5B97 26
113C5 FFC4 1D79B	113C5 FFC4 1D79B	113C2 113C2 FFC4 1D79B	113C5 1163 39C	113C2 113C2 1163 39C
1F0B 1F0A 339 FA6C 210D	1F0B 1F0A 339 242EE 210D	391 314 300 391 339 313 300 242EE 210D	1F0B 1F0A 339 242EE 48	391 314 300 391 339 313 300 242EE 48
1E042 FA47 212B 1D794 33E6 5B7 1E0C	1E042 6F22 C5 1D794 33E6 5B7 1E0C	1E042 6F22 41 30A 1D794 33E6 5B7 44 323	444 6F22 C5 395 37 65E5 5B7 1E0C	444 6F22 41 30A 395 37 65E5 5B7 44 323
F95C 2F904 5C1 350 1D6CE 1134D 2DFE	6A02 6D78 5C1 350 1D6CE 1134D 2DFE	6A02 6D78 5C1 350 1D6CE 1134D 2DFE	6A02 6D78 5C1 350 3BD 1134D 2DFE	6A02 6D78 5C1 350 3BD 1134D 2DFE
2DED F94E 3224 654 1DD4 24A6	2DED 6F0F 3224 654 1DD4 24A6	2DED 6F0F 3224 654 1DD4 24A6	2DED 6F0F 28 4E94 29 654 1DD4 28 6B 29	2DED 6F0F 28 4E94 29 654 1DD4 28 6B 29
1DF8 1D470 82B 711 1D778	1DF8 1D470 711 82B 1D778	1DF8 1D470 711 82B 1D778	1DF8 49 711 82B 3B9	1DF8 49 711 82B 3B9
1037 1D39 C55 1D7B6	1037 1D39 C55 1D7B6	1037 1D39 C55 1D7B6	1037 4D C55 3BD	1037 4D C55 3BD
217D 338B	217D 338B	217D 338B	63 6E 46	63 6E 46
7EC	7EC	7EC	7EC	7EC
FCD7 1DFC	FCD7 1DFC	FCD7 1DFC	647 62C 1DFC	647 62C 1DFC
2DEE 24E8 33D6 AABF F35 2F95E	2DEE 24E8 33D6 F35 AABF 25AA7	2DEE 24E8 33D6 F35 AABF 25AA7	2DEE 79 6D 6F 6C F35 AABF 25AA7	2DEE 79 6D 6F 6C F35 AABF 25AA7
1F245 1F99 32BE 1D438 C4E2 1EEA5 12EA	1F245 1F99 32BE 1D438 C4E2 1EEA5 12EA	1F245 397 314 345 32BE 1D438 110A 1172 11B5 1EEA5 12EA	3014 6253 3015 1F99 34 39 45 C4E2 648 12EA	3014 6253 3015 397 314 345 34 39 45 110A 1172 11B5 648 12EA
2F8B2 651 AC4A FC40 337E F7B	6210 651 AC4A FC40 337E F7B	6210 651 1100 1163 11B9 FC40 337E F7B	6210 651 AC4A 644 62D 660E 6CBB F7B	6210 651 1100 1163 11B9 644 62D 660E 6CBB F7B
3354 436 8E7 32C6	3354 436 8E7 32C6	3354 436 8E7 32C6	30EB 30FC 30D6 30EB 436 8E7 37 6708	30EB 30FC 30D5 3099 30EB 436 8E7 37 6708
FA5E FFCB 11101	8279 FFCB 11101	8279 FFCB 11101	8279 1168 11101	8279 1168 11101
1F95 1E2EC	1F95 1E2EC	3B7 314 301 1E2EC 345	1F95 1E2EC	3B7 314 301 1E2EC 345
1EE21 6E2 203E A28 2097 E3 1E8E	1EE21 6E2 203E A28 2097 E3 1E8E	1EE21 6E2 203E A28 2097 61 303 59 307	628 6E2 20 305 A28 6C E3 1E8E	628 6E2 20 305 A28 6C 61 303 59 307
E39 16B32	E39 16B32	E39 16B32	E39 16B32	E39 16B32
FF21 FDFC 1E055 3305 1F8C	FF21 FDFC 1E055 3305 1F8C	FF21 FDFC 1E055 3305 391 313 301 345	41 631 6CC 627 644 434 30A4 30F3 30C1 1F8C	41 631 6CC 627 644 434 30A4 30F3 30C1 391 313 301 345
